#,Trap,Insect,Week Number,Year,Total,Trap Operating Days
466,Rothamsted,Sitobion avenae,28,1990,19,365
467,Rothamsted,Sitobion avenae,29,1990,24,365
468,Rothamsted,Sitobion avenae,30,1990,18,365
469,Rothamsted,Sitobion avenae,31,1990,14,365
470,Rothamsted,Sitobion avenae,32,1990,2,365
471,Rothamsted,Sitobion avenae,33,1990,3,365
472,Rothamsted,Sitobion avenae,34,1990,1,365
473,Rothamsted,Sitobion avenae,42,1990,2,365
474,Rothamsted,Sitobion avenae,43,1990,2,365
475,Rothamsted,Sitobion avenae,46,1990,1,365
476,Rothamsted,Sitobion avenae,20,1991,1,365
477,Rothamsted,Sitobion avenae,22,1991,2,365
478,Rothamsted,Sitobion avenae,24,1991,3,365
479,Rothamsted,Sitobion avenae,25,1991,8,365
480,Rothamsted,Sitobion avenae,26,1991,149,365
481,Rothamsted,Sitobion avenae,27,1991,281,365
482,Rothamsted,Sitobion avenae,28,1991,185,365
483,Rothamsted,Sitobion avenae,29,1991,167,365
484,Rothamsted,Sitobion avenae,30,1991,55,365
485,Rothamsted,Sitobion avenae,31,1991,221,365
486,Rothamsted,Sitobion avenae,32,1991,18,365
487,Rothamsted,Sitobion avenae,33,1991,5,365
488,Rothamsted,Sitobion avenae,34,1991,3,365
489,Rothamsted,Sitobion avenae,36,1991,1,365
490,Rothamsted,Sitobion avenae,37,1991,4,365
491,Rothamsted,Sitobion avenae,38,1991,3,365
492,Rothamsted,Sitobion avenae,39,1991,1,365
493,Rothamsted,Sitobion avenae,40,1991,5,365
494,Rothamsted,Sitobion avenae,41,1991,1,365
495,Rothamsted,Sitobion avenae,43,1991,1,365
496,Rothamsted,Sitobion avenae,47,1991,1,365
497,Rothamsted,Sitobion avenae,18,1992,1,366
498,Rothamsted,Sitobion avenae,19,1992,2,366
499,Rothamsted,Sitobion avenae,20,1992,5,366
500,Rothamsted,Sitobion avenae,21,1992,7,366
501,Rothamsted,Sitobion avenae,22,1992,2,366
502,Rothamsted,Sitobion avenae,23,1992,2,366
503,Rothamsted,Sitobion avenae,24,1992,5,366
504,Rothamsted,Sitobion avenae,25,1992,244,366
505,Rothamsted,Sitobion avenae,26,1992,1262,366
506,Rothamsted,Sitobion avenae,27,1992,2741,366
507,Rothamsted,Sitobion avenae,28,1992,508,366
508,Rothamsted,Sitobion avenae,29,1992,86,366
509,Rothamsted,Sitobion avenae,30,1992,17,366
510,Rothamsted,Sitobion avenae,31,1992,13,366
511,Rothamsted,Sitobion avenae,32,1992,3,366
512,Rothamsted,Sitobion avenae,33,1992,1,366
513,Rothamsted,Sitobion avenae,34,1992,1,366
514,Rothamsted,Sitobion avenae,36,1992,1,366
515,Rothamsted,Sitobion avenae,37,1992,1,366
516,Rothamsted,Sitobion avenae,38,1992,4,366
517,Rothamsted,Sitobion avenae,39,1992,2,366
518,Rothamsted,Sitobion avenae,40,1992,1,366
519,Rothamsted,Sitobion avenae,42,1992,1,366
520,Rothamsted,Sitobion avenae,44,1992,1,366
521,Rothamsted,Sitobion avenae,16,1993,3,365
522,Rothamsted,Sitobion avenae,17,1993,4,365
523,Rothamsted,Sitobion avenae,18,1993,2,365
524,Rothamsted,Sitobion avenae,19,1993,7,365
525,Rothamsted,Sitobion avenae,20,1993,51,365
526,Rothamsted,Sitobion avenae,21,1993,37,365
527,Rothamsted,Sitobion avenae,22,1993,61,365
528,Rothamsted,Sitobion avenae,23,1993,34,365
529,Rothamsted,Sitobion avenae,24,1993,21,365
530,Rothamsted,Sitobion avenae,25,1993,54,365
531,Rothamsted,Sitobion avenae,26,1993,154,365
532,Rothamsted,Sitobion avenae,27,1993,85,365
533,Rothamsted,Sitobion avenae,28,1993,301,365
534,Rothamsted,Sitobion avenae,29,1993,773,365
535,Rothamsted,Sitobion avenae,30,1993,244,365
536,Rothamsted,Sitobion avenae,31,1993,184,365
537,Rothamsted,Sitobion avenae,32,1993,54,365
538,Rothamsted,Sitobion avenae,33,1993,38,365
539,Rothamsted,Sitobion avenae,34,1993,8,365
540,Rothamsted,Sitobion avenae,35,1993,6,365
541,Rothamsted,Sitobion avenae,37,1993,2,365
542,Rothamsted,Sitobion avenae,17,1994,1,365
543,Rothamsted,Sitobion avenae,18,1994,1,365
544,Rothamsted,Sitobion avenae,19,1994,11,365
545,Rothamsted,Sitobion avenae,20,1994,9,365
546,Rothamsted,Sitobion avenae,21,1994,4,365
547,Rothamsted,Sitobion avenae,22,1994,20,365
548,Rothamsted,Sitobion avenae,23,1994,15,365
549,Rothamsted,Sitobion avenae,24,1994,11,365
550,Rothamsted,Sitobion avenae,25,1994,38,365
551,Rothamsted,Sitobion avenae,26,1994,676,365
552,Rothamsted,Sitobion avenae,27,1994,618,365
553,Rothamsted,Sitobion avenae,28,1994,1746,365
554,Rothamsted,Sitobion avenae,29,1994,3374,365
555,Rothamsted,Sitobion avenae,30,1994,210,365
556,Rothamsted,Sitobion avenae,31,1994,6,365
557,Rothamsted,Sitobion avenae,32,1994,3,365
558,Rothamsted,Sitobion avenae,33,1994,2,365
559,Rothamsted,Sitobion avenae,41,1994,1,365
560,Rothamsted,Sitobion avenae,45,1994,1,365
561,Rothamsted,Sitobion avenae,15,1995,1,365
562,Rothamsted,Sitobion avenae,16,1995,1,365
563,Rothamsted,Sitobion avenae,18,1995,23,365
564,Rothamsted,Sitobion avenae,19,1995,3,365
565,Rothamsted,Sitobion avenae,20,1995,16,365
566,Rothamsted,Sitobion avenae,21,1995,16,365
567,Rothamsted,Sitobion avenae,22,1995,20,365
568,Rothamsted,Sitobion avenae,23,1995,15,365
569,Rothamsted,Sitobion avenae,24,1995,27,365
570,Rothamsted,Sitobion avenae,25,1995,54,365
571,Rothamsted,Sitobion avenae,26,1995,1172,365
572,Rothamsted,Sitobion avenae,27,1995,1372,365
573,Rothamsted,Sitobion avenae,28,1995,814,365
574,Rothamsted,Sitobion avenae,29,1995,358,365
575,Rothamsted,Sitobion avenae,30,1995,56,365
576,Rothamsted,Sitobion avenae,31,1995,20,365
577,Rothamsted,Sitobion avenae,32,1995,4,365
578,Rothamsted,Sitobion avenae,33,1995,6,365
579,Rothamsted,Sitobion avenae,34,1995,1,365
580,Rothamsted,Sitobion avenae,35,1995,2,365
581,Rothamsted,Sitobion avenae,36,1995,1,365
582,Rothamsted,Sitobion avenae,38,1995,1,365
583,Rothamsted,Sitobion avenae,23,1996,5,366
584,Rothamsted,Sitobion avenae,25,1996,5,366
585,Rothamsted,Sitobion avenae,26,1996,16,366
586,Rothamsted,Sitobion avenae,27,1996,39,366
587,Rothamsted,Sitobion avenae,28,1996,295,366
588,Rothamsted,Sitobion avenae,29,1996,2094,366
589,Rothamsted,Sitobion avenae,30,1996,3432,366
590,Rothamsted,Sitobion avenae,31,1996,3242,366
591,Rothamsted,Sitobion avenae,32,1996,912,366
592,Rothamsted,Sitobion avenae,33,1996,2738,366
593,Rothamsted,Sitobion avenae,34,1996,8,366
594,Rothamsted,Sitobion avenae,35,1996,12,366
595,Rothamsted,Sitobion avenae,36,1996,2,366
596,Rothamsted,Sitobion avenae,37,1996,1,366
597,Rothamsted,Sitobion avenae,40,1996,1,366
598,Rothamsted,Sitobion avenae,41,1996,1,366
599,Rothamsted,Sitobion avenae,22,1997,9,365
600,Rothamsted,Sitobion avenae,23,1997,10,365
601,Rothamsted,Sitobion avenae,24,1997,9,365
602,Rothamsted,Sitobion avenae,25,1997,22,365
603,Rothamsted,Sitobion avenae,26,1997,102,365
604,Rothamsted,Sitobion avenae,27,1997,572,365
605,Rothamsted,Sitobion avenae,28,1997,706,365
606,Rothamsted,Sitobion avenae,29,1997,728,365
607,Rothamsted,Sitobion avenae,30,1997,50,365
608,Rothamsted,Sitobion avenae,31,1997,24,365
609,Rothamsted,Sitobion avenae,32,1997,10,365
610,Rothamsted,Sitobion avenae,33,1997,1,365
611,Rothamsted,Sitobion avenae,38,1997,3,365
612,Rothamsted,Sitobion avenae,40,1997,1,365
613,Rothamsted,Sitobion avenae,14,1998,1,365
614,Rothamsted,Sitobion avenae,16,1998,2,365
615,Rothamsted,Sitobion avenae,18,1998,1,365
616,Rothamsted,Sitobion avenae,19,1998,8,365
617,Rothamsted,Sitobion avenae,20,1998,13,365
618,Rothamsted,Sitobion avenae,21,1998,1,365
619,Rothamsted,Sitobion avenae,23,1998,3,365
620,Rothamsted,Sitobion avenae,24,1998,13,365
621,Rothamsted,Sitobion avenae,25,1998,4,365
622,Rothamsted,Sitobion avenae,26,1998,30,365
623,Rothamsted,Sitobion avenae,27,1998,37,365
624,Rothamsted,Sitobion avenae,28,1998,40,365
625,Rothamsted,Sitobion avenae,29,1998,35,365
626,Rothamsted,Sitobion avenae,30,1998,90,365
627,Rothamsted,Sitobion avenae,31,1998,44,365
628,Rothamsted,Sitobion avenae,32,1998,22,365
629,Rothamsted,Sitobion avenae,33,1998,20,365
630,Rothamsted,Sitobion avenae,34,1998,9,365
631,Rothamsted,Sitobion avenae,35,1998,7,365
632,Rothamsted,Sitobion avenae,36,1998,1,365
633,Rothamsted,Sitobion avenae,37,1998,4,365
634,Rothamsted,Sitobion avenae,17,1999,1,365
635,Rothamsted,Sitobion avenae,18,1999,1,365
636,Rothamsted,Sitobion avenae,19,1999,1,365
637,Rothamsted,Sitobion avenae,20,1999,3,365
638,Rothamsted,Sitobion avenae,21,1999,5,365
639,Rothamsted,Sitobion avenae,22,1999,5,365
640,Rothamsted,Sitobion avenae,23,1999,5,365
641,Rothamsted,Sitobion avenae,24,1999,10,365
642,Rothamsted,Sitobion avenae,25,1999,35,365
643,Rothamsted,Sitobion avenae,26,1999,67,365
644,Rothamsted,Sitobion avenae,27,1999,463,365
645,Rothamsted,Sitobion avenae,28,1999,139,365
646,Rothamsted,Sitobion avenae,29,1999,86,365
647,Rothamsted,Sitobion avenae,30,1999,46,365
648,Rothamsted,Sitobion avenae,31,1999,36,365
649,Rothamsted,Sitobion avenae,32,1999,3,365
650,Rothamsted,Sitobion avenae,33,1999,2,365
651,Rothamsted,Sitobion avenae,34,1999,1,365
652,Rothamsted,Sitobion avenae,35,1999,4,365
653,Rothamsted,Sitobion avenae,36,1999,3,365
654,Rothamsted,Sitobion avenae,37,1999,3,365
655,Rothamsted,Sitobion avenae,43,1999,1,365
656,Rothamsted,Sitobion avenae,17,2000,1,366
657,Rothamsted,Sitobion avenae,18,2000,2,366
658,Rothamsted,Sitobion avenae,19,2000,8,366
659,Rothamsted,Sitobion avenae,21,2000,2,366
660,Rothamsted,Sitobion avenae,22,2000,6,366
661,Rothamsted,Sitobion avenae,23,2000,8,366
662,Rothamsted,Sitobion avenae,24,2000,11,366
663,Rothamsted,Sitobion avenae,25,2000,6,366
664,Rothamsted,Sitobion avenae,26,2000,98,366
665,Rothamsted,Sitobion avenae,27,2000,95,366
666,Rothamsted,Sitobion avenae,28,2000,72,366
667,Rothamsted,Sitobion avenae,29,2000,235,366
668,Rothamsted,Sitobion avenae,30,2000,135,366
669,Rothamsted,Sitobion avenae,31,2000,82,366
670,Rothamsted,Sitobion avenae,32,2000,69,366
671,Rothamsted,Sitobion avenae,33,2000,30,366
672,Rothamsted,Sitobion avenae,34,2000,6,366
673,Rothamsted,Sitobion avenae,35,2000,5,366
674,Rothamsted,Sitobion avenae,36,2000,2,366
675,Rothamsted,Sitobion avenae,37,2000,1,366
676,Rothamsted,Sitobion avenae,38,2000,2,366
677,Rothamsted,Sitobion avenae,40,2000,1,366
