#,Trap,Insect,Week Number,Year,Total,Trap Operating Days
465,Rothamsted,Rhopalosiphum padi,26,2006,101,365
466,Rothamsted,Rhopalosiphum padi,27,2006,66,365
467,Rothamsted,Rhopalosiphum padi,28,2006,32,365
468,Rothamsted,Rhopalosiphum padi,29,2006,66,365
469,Rothamsted,Rhopalosiphum padi,30,2006,16,365
470,Rothamsted,Rhopalosiphum padi,34,2006,8,365
471,Rothamsted,Rhopalosiphum padi,35,2006,2,365
472,Rothamsted,Rhopalosiphum padi,36,2006,31,365
473,Rothamsted,Rhopalosiphum padi,37,2006,494,365
474,Rothamsted,Rhopalosiphum padi,38,2006,515,365
475,Rothamsted,Rhopalosiphum padi,39,2006,1372,365
476,Rothamsted,Rhopalosiphum padi,40,2006,1736,365
477,Rothamsted,Rhopalosiphum padi,41,2006,1548,365
478,Rothamsted,Rhopalosiphum padi,42,2006,670,365
479,Rothamsted,Rhopalosiphum padi,43,2006,646,365
480,Rothamsted,Rhopalosiphum padi,44,2006,84,365
481,Rothamsted,Rhopalosiphum padi,45,2006,94,365
482,Rothamsted,Rhopalosiphum padi,46,2006,24,365
483,Rothamsted,Rhopalosiphum padi,47,2006,1,365
484,Rothamsted,Rhopalosiphum padi,48,2006,6,365
485,Rothamsted,Rhopalosiphum padi,14,2007,1,365
486,Rothamsted,Rhopalosiphum padi,15,2007,2,365
487,Rothamsted,Rhopalosiphum padi,16,2007,3,365
488,Rothamsted,Rhopalosiphum padi,17,2007,6,365
489,Rothamsted,Rhopalosiphum padi,18,2007,4,365
490,Rothamsted,Rhopalosiphum padi,19,2007,7,365
491,Rothamsted,Rhopalosiphum padi,20,2007,30,365
492,Rothamsted,Rhopalosiphum padi,21,2007,28,365
493,Rothamsted,Rhopalosiphum padi,22,2007,34,365
494,Rothamsted,Rhopalosiphum padi,23,2007,14,365
495,Rothamsted,Rhopalosiphum padi,24,2007,18,365
496,Rothamsted,Rhopalosiphum padi,25,2007,10,365
497,Rothamsted,Rhopalosiphum padi,26,2007,8,365
498,Rothamsted,Rhopalosiphum padi,27,2007,15,365
499,Rothamsted,Rhopalosiphum padi,28,2007,39,365
500,Rothamsted,Rhopalosiphum padi,29,2007,72,365
501,Rothamsted,Rhopalosiphum padi,30,2007,40,365
502,Rothamsted,Rhopalosiphum padi,31,2007,42,365
503,Rothamsted,Rhopalosiphum padi,32,2007,52,365
504,Rothamsted,Rhopalosiphum padi,33,2007,28,365
505,Rothamsted,Rhopalosiphum padi,34,2007,25,365
506,Rothamsted,Rhopalosiphum padi,35,2007,21,365
507,Rothamsted,Rhopalosiphum padi,36,2007,102,365
508,Rothamsted,Rhopalosiphum padi,37,2007,139,365
509,Rothamsted,Rhopalosiphum padi,38,2007,161,365
510,Rothamsted,Rhopalosiphum padi,39,2007,73,365
511,Rothamsted,Rhopalosiphum padi,40,2007,196,365
512,Rothamsted,Rhopalosiphum padi,41,2007,298,365
513,Rothamsted,Rhopalosiphum padi,42,2007,68,365
514,Rothamsted,Rhopalosiphum padi,43,2007,20,365
515,Rothamsted,Rhopalosiphum padi,44,2007,25,365
516,Rothamsted,Rhopalosiphum padi,45,2007,5,365
517,Rothamsted,Rhopalosiphum padi,18,2008,13,366
518,Rothamsted,Rhopalosiphum padi,19,2008,5,366
519,Rothamsted,Rhopalosiphum padi,20,2008,4,366
520,Rothamsted,Rhopalosiphum padi,21,2008,7,366
521,Rothamsted,Rhopalosiphum padi,22,2008,3,366
522,Rothamsted,Rhopalosiphum padi,23,2008,4,366
523,Rothamsted,Rhopalosiphum padi,24,2008,26,366
524,Rothamsted,Rhopalosiphum padi,25,2008,2,366
525,Rothamsted,Rhopalosiphum padi,26,2008,18,366
526,Rothamsted,Rhopalosiphum padi,27,2008,11,366
527,Rothamsted,Rhopalosiphum padi,28,2008,8,366
528,Rothamsted,Rhopalosiphum padi,29,2008,133,366
529,Rothamsted,Rhopalosiphum padi,30,2008,34,366
530,Rothamsted,Rhopalosiphum padi,31,2008,26,366
531,Rothamsted,Rhopalosiphum padi,32,2008,16,366
532,Rothamsted,Rhopalosiphum padi,33,2008,8,366
533,Rothamsted,Rhopalosiphum padi,34,2008,18,366
534,Rothamsted,Rhopalosiphum padi,35,2008,6,366
535,Rothamsted,Rhopalosiphum padi,36,2008,34,366
536,Rothamsted,Rhopalosiphum padi,37,2008,104,366
537,Rothamsted,Rhopalosiphum padi,38,2008,342,366
538,Rothamsted,Rhopalosiphum padi,39,2008,150,366
539,Rothamsted,Rhopalosiphum padi,40,2008,388,366
540,Rothamsted,Rhopalosiphum padi,41,2008,278,366
541,Rothamsted,Rhopalosiphum padi,42,2008,76,366
542,Rothamsted,Rhopalosiphum padi,43,2008,26,366
543,Rothamsted,Rhopalosiphum padi,44,2008,39,366
544,Rothamsted,Rhopalosiphum padi,45,2008,6,366
545,Rothamsted,Rhopalosiphum padi,16,2009,3,365
546,Rothamsted,Rhopalosiphum padi,17,2009,1,365
547,Rothamsted,Rhopalosiphum padi,18,2009,7,365
548,Rothamsted,Rhopalosiphum padi,19,2009,3,365
549,Rothamsted,Rhopalosiphum padi,20,2009,10,365
550,Rothamsted,Rhopalosiphum padi,21,2009,3,365
551,Rothamsted,Rhopalosiphum padi,22,2009,11,365
552,Rothamsted,Rhopalosiphum padi,23,2009,17,365
553,Rothamsted,Rhopalosiphum padi,24,2009,56,365
554,Rothamsted,Rhopalosiphum padi,25,2009,378,365
555,Rothamsted,Rhopalosiphum padi,26,2009,182,365
556,Rothamsted,Rhopalosiphum padi,27,2009,36,365
557,Rothamsted,Rhopalosiphum padi,28,2009,24,365
558,Rothamsted,Rhopalosiphum padi,29,2009,6,365
559,Rothamsted,Rhopalosiphum padi,30,2009,10,365
560,Rothamsted,Rhopalosiphum padi,31,2009,38,365
561,Rothamsted,Rhopalosiphum padi,32,2009,8,365
562,Rothamsted,Rhopalosiphum padi,33,2009,4,365
563,Rothamsted,Rhopalosiphum padi,34,2009,10,365
564,Rothamsted,Rhopalosiphum padi,35,2009,5,365
565,Rothamsted,Rhopalosiphum padi,36,2009,4,365
566,Rothamsted,Rhopalosiphum padi,37,2009,72,365
567,Rothamsted,Rhopalosiphum padi,38,2009,164,365
568,Rothamsted,Rhopalosiphum padi,39,2009,776,365
569,Rothamsted,Rhopalosiphum padi,40,2009,648,365
570,Rothamsted,Rhopalosiphum padi,41,2009,858,365
571,Rothamsted,Rhopalosiphum padi,42,2009,258,365
572,Rothamsted,Rhopalosiphum padi,43,2009,762,365
573,Rothamsted,Rhopalosiphum padi,44,2009,30,365
574,Rothamsted,Rhopalosiphum padi,45,2009,47,365
575,Rothamsted,Rhopalosiphum padi,49,2009,1,365
576,Rothamsted,Rhopalosiphum padi,19,2010,1,365
577,Rothamsted,Rhopalosiphum padi,20,2010,12,365
578,Rothamsted,Rhopalosiphum padi,22,2010,4,365
579,Rothamsted,Rhopalosiphum padi,23,2010,1,365
580,Rothamsted,Rhopalosiphum padi,25,2010,4,365
581,Rothamsted,Rhopalosiphum padi,26,2010,19,365
582,Rothamsted,Rhopalosiphum padi,27,2010,79,365
583,Rothamsted,Rhopalosiphum padi,28,2010,40,365
584,Rothamsted,Rhopalosiphum padi,29,2010,126,365
585,Rothamsted,Rhopalosiphum padi,30,2010,114,365
586,Rothamsted,Rhopalosiphum padi,31,2010,90,365
587,Rothamsted,Rhopalosiphum padi,32,2010,16,365
588,Rothamsted,Rhopalosiphum padi,33,2010,8,365
589,Rothamsted,Rhopalosiphum padi,35,2010,8,365
590,Rothamsted,Rhopalosiphum padi,36,2010,18,365
591,Rothamsted,Rhopalosiphum padi,37,2010,10,365
592,Rothamsted,Rhopalosiphum padi,38,2010,104,365
593,Rothamsted,Rhopalosiphum padi,39,2010,348,365
594,Rothamsted,Rhopalosiphum padi,40,2010,616,365
595,Rothamsted,Rhopalosiphum padi,41,2010,262,365
596,Rothamsted,Rhopalosiphum padi,42,2010,44,365
597,Rothamsted,Rhopalosiphum padi,43,2010,71,365
598,Rothamsted,Rhopalosiphum padi,44,2010,39,365
599,Rothamsted,Rhopalosiphum padi,45,2010,2,365
600,Rothamsted,Rhopalosiphum padi,46,2010,4,365
601,Rothamsted,Rhopalosiphum padi,16,2011,11,364
602,Rothamsted,Rhopalosiphum padi,17,2011,5,364
603,Rothamsted,Rhopalosiphum padi,18,2011,2,364
604,Rothamsted,Rhopalosiphum padi,19,2011,2,364
605,Rothamsted,Rhopalosiphum padi,20,2011,6,364
606,Rothamsted,Rhopalosiphum padi,21,2011,3,364
607,Rothamsted,Rhopalosiphum padi,22,2011,63,364
608,Rothamsted,Rhopalosiphum padi,23,2011,125,364
609,Rothamsted,Rhopalosiphum padi,24,2011,56,364
610,Rothamsted,Rhopalosiphum padi,25,2011,164,364
611,Rothamsted,Rhopalosiphum padi,26,2011,826,364
612,Rothamsted,Rhopalosiphum padi,27,2011,368,364
613,Rothamsted,Rhopalosiphum padi,28,2011,154,364
614,Rothamsted,Rhopalosiphum padi,29,2011,232,364
615,Rothamsted,Rhopalosiphum padi,30,2011,112,364
616,Rothamsted,Rhopalosiphum padi,31,2011,142,364
617,Rothamsted,Rhopalosiphum padi,32,2011,16,364
618,Rothamsted,Rhopalosiphum padi,33,2011,14,364
619,Rothamsted,Rhopalosiphum padi,34,2011,8,364
620,Rothamsted,Rhopalosiphum padi,35,2011,8,364
621,Rothamsted,Rhopalosiphum padi,36,2011,16,364
622,Rothamsted,Rhopalosiphum padi,37,2011,76,364
623,Rothamsted,Rhopalosiphum padi,38,2011,120,364
624,Rothamsted,Rhopalosiphum padi,39,2011,984,364
625,Rothamsted,Rhopalosiphum padi,40,2011,342,364
626,Rothamsted,Rhopalosiphum padi,41,2011,562,364
627,Rothamsted,Rhopalosiphum padi,42,2011,82,364
628,Rothamsted,Rhopalosiphum padi,43,2011,271,364
629,Rothamsted,Rhopalosiphum padi,44,2011,89,364
630,Rothamsted,Rhopalosiphum padi,45,2011,87,364
631,Rothamsted,Rhopalosiphum padi,46,2011,18,364
632,Rothamsted,Rhopalosiphum padi,47,2011,4,364
633,Rothamsted,Rhopalosiphum padi,18,2012,1,366
634,Rothamsted,Rhopalosiphum padi,20,2012,1,366
635,Rothamsted,Rhopalosiphum padi,21,2012,5,366
636,Rothamsted,Rhopalosiphum padi,22,2012,2,366
637,Rothamsted,Rhopalosiphum padi,23,2012,2,366
638,Rothamsted,Rhopalosiphum padi,24,2012,1,366
639,Rothamsted,Rhopalosiphum padi,26,2012,5,366
640,Rothamsted,Rhopalosiphum padi,27,2012,18,366
641,Rothamsted,Rhopalosiphum padi,28,2012,10,366
642,Rothamsted,Rhopalosiphum padi,29,2012,36,366
643,Rothamsted,Rhopalosiphum padi,30,2012,79,366
644,Rothamsted,Rhopalosiphum padi,31,2012,125,366
645,Rothamsted,Rhopalosiphum padi,32,2012,167,366
646,Rothamsted,Rhopalosiphum padi,33,2012,104,366
647,Rothamsted,Rhopalosiphum padi,34,2012,182,366
648,Rothamsted,Rhopalosiphum padi,35,2012,103,366
649,Rothamsted,Rhopalosiphum padi,36,2012,68,366
650,Rothamsted,Rhopalosiphum padi,37,2012,24,366
651,Rothamsted,Rhopalosiphum padi,38,2012,84,366
652,Rothamsted,Rhopalosiphum padi,39,2012,97,366
653,Rothamsted,Rhopalosiphum padi,40,2012,189,366
654,Rothamsted,Rhopalosiphum padi,41,2012,188,366
655,Rothamsted,Rhopalosiphum padi,42,2012,145,366
656,Rothamsted,Rhopalosiphum padi,43,2012,147,366
657,Rothamsted,Rhopalosiphum padi,44,2012,26,366
658,Rothamsted,Rhopalosiphum padi,45,2012,14,366
659,Rothamsted,Rhopalosiphum padi,46,2012,8,366
660,Rothamsted,Rhopalosiphum padi,47,2012,2,366
661,Rothamsted,Rhopalosiphum padi,18,2013,1,365
662,Rothamsted,Rhopalosiphum padi,20,2013,1,365
663,Rothamsted,Rhopalosiphum padi,21,2013,8,365
664,Rothamsted,Rhopalosiphum padi,22,2013,1,365
665,Rothamsted,Rhopalosiphum padi,23,2013,6,365
666,Rothamsted,Rhopalosiphum padi,24,2013,5,365
667,Rothamsted,Rhopalosiphum padi,25,2013,2,365
668,Rothamsted,Rhopalosiphum padi,26,2013,3,365
669,Rothamsted,Rhopalosiphum padi,27,2013,34,365
670,Rothamsted,Rhopalosiphum padi,28,2013,52,365
671,Rothamsted,Rhopalosiphum padi,29,2013,11,365
672,Rothamsted,Rhopalosiphum padi,30,2013,2,365
673,Rothamsted,Rhopalosiphum padi,31,2013,7,365
674,Rothamsted,Rhopalosiphum padi,32,2013,10,365
675,Rothamsted,Rhopalosiphum padi,33,2013,25,365
676,Rothamsted,Rhopalosiphum padi,34,2013,13,365
677,Rothamsted,Rhopalosiphum padi,35,2013,13,365
678,Rothamsted,Rhopalosiphum padi,36,2013,10,365
679,Rothamsted,Rhopalosiphum padi,37,2013,9,365
680,Rothamsted,Rhopalosiphum padi,38,2013,52,365
681,Rothamsted,Rhopalosiphum padi,39,2013,269,365
682,Rothamsted,Rhopalosiphum padi,40,2013,271,365
683,Rothamsted,Rhopalosiphum padi,41,2013,160,365
684,Rothamsted,Rhopalosiphum padi,42,2013,87,365
685,Rothamsted,Rhopalosiphum padi,43,2013,24,365
686,Rothamsted,Rhopalosiphum padi,44,2013,3,365
687,Rothamsted,Rhopalosiphum padi,46,2013,2,365
688,Rothamsted,Rhopalosiphum padi,16,2014,2,365
689,Rothamsted,Rhopalosiphum padi,17,2014,1,365
690,Rothamsted,Rhopalosiphum padi,19,2014,6,365
691,Rothamsted,Rhopalosiphum padi,20,2014,3,365
692,Rothamsted,Rhopalosiphum padi,21,2014,5,365
693,Rothamsted,Rhopalosiphum padi,22,2014,3,365
694,Rothamsted,Rhopalosiphum padi,23,2014,8,365
695,Rothamsted,Rhopalosiphum padi,24,2014,18,365
696,Rothamsted,Rhopalosiphum padi,25,2014,5,365
697,Rothamsted,Rhopalosiphum padi,26,2014,12,365
698,Rothamsted,Rhopalosiphum padi,27,2014,16,365
699,Rothamsted,Rhopalosiphum padi,28,2014,42,365
700,Rothamsted,Rhopalosiphum padi,29,2014,46,365
701,Rothamsted,Rhopalosiphum padi,30,2014,18,365
702,Rothamsted,Rhopalosiphum padi,31,2014,15,365
703,Rothamsted,Rhopalosiphum padi,32,2014,7,365
704,Rothamsted,Rhopalosiphum padi,33,2014,9,365
705,Rothamsted,Rhopalosiphum padi,34,2014,9,365
706,Rothamsted,Rhopalosiphum padi,35,2014,42,365
707,Rothamsted,Rhopalosiphum padi,36,2014,75,365
708,Rothamsted,Rhopalosiphum padi,37,2014,496,365
709,Rothamsted,Rhopalosiphum padi,38,2014,738,365
710,Rothamsted,Rhopalosiphum padi,39,2014,1627,365
711,Rothamsted,Rhopalosiphum padi,40,2014,269,365
712,Rothamsted,Rhopalosiphum padi,41,2014,553,365
713,Rothamsted,Rhopalosiphum padi,42,2014,149,365
714,Rothamsted,Rhopalosiphum padi,43,2014,107,365
715,Rothamsted,Rhopalosiphum padi,44,2014,14,365
716,Rothamsted,Rhopalosiphum padi,45,2014,8,365
717,Rothamsted,Rhopalosiphum padi,46,2014,7,365
718,Rothamsted,Rhopalosiphum padi,47,2014,5,365
719,Rothamsted,Rhopalosiphum padi,18,2015,2,304
720,Rothamsted,Rhopalosiphum padi,20,2015,2,304
721,Rothamsted,Rhopalosiphum padi,21,2015,2,304
722,Rothamsted,Rhopalosiphum padi,22,2015,1,304
723,Rothamsted,Rhopalosiphum padi,23,2015,6,304
724,Rothamsted,Rhopalosiphum padi,25,2015,3,304
725,Rothamsted,Rhopalosiphum padi,26,2015,6,304
726,Rothamsted,Rhopalosiphum padi,28,2015,3,304
727,Rothamsted,Rhopalosiphum padi,29,2015,2,304
728,Rothamsted,Rhopalosiphum padi,30,2015,4,304
729,Rothamsted,Rhopalosiphum padi,31,2015,11,304
730,Rothamsted,Rhopalosiphum padi,32,2015,10,304
731,Rothamsted,Rhopalosiphum padi,33,2015,7,304
732,Rothamsted,Rhopalosiphum padi,34,2015,6,304
733,Rothamsted,Rhopalosiphum padi,35,2015,6,304
734,Rothamsted,Rhopalosiphum padi,36,2015,6,304
735,Rothamsted,Rhopalosiphum padi,37,2015,26,304
736,Rothamsted,Rhopalosiphum padi,38,2015,70,304
737,Rothamsted,Rhopalosiphum padi,39,2015,312,304
738,Rothamsted,Rhopalosiphum padi,40,2015,131,304
739,Rothamsted,Rhopalosiphum padi,41,2015,53,304
740,Rothamsted,Rhopalosiphum padi,42,2015,56,304
741,Rothamsted,Rhopalosiphum padi,43,2015,37,304
742,Rothamsted,Rhopalosiphum padi,17,2016,1,342
743,Rothamsted,Rhopalosiphum padi,18,2016,36,342
744,Rothamsted,Rhopalosiphum padi,19,2016,29,342
745,Rothamsted,Rhopalosiphum padi,20,2016,23,342
746,Rothamsted,Rhopalosiphum padi,21,2016,48,342
747,Rothamsted,Rhopalosiphum padi,22,2016,25,342
748,Rothamsted,Rhopalosiphum padi,23,2016,21,342
749,Rothamsted,Rhopalosiphum padi,24,2016,3,342
750,Rothamsted,Rhopalosiphum padi,25,2016,8,342
751,Rothamsted,Rhopalosiphum padi,26,2016,5,342
752,Rothamsted,Rhopalosiphum padi,27,2016,15,342
753,Rothamsted,Rhopalosiphum padi,28,2016,25,342
754,Rothamsted,Rhopalosiphum padi,29,2016,72,342
755,Rothamsted,Rhopalosiphum padi,30,2016,59,342
756,Rothamsted,Rhopalosiphum padi,31,2016,42,342
757,Rothamsted,Rhopalosiphum padi,32,2016,60,342
758,Rothamsted,Rhopalosiphum padi,33,2016,24,342
759,Rothamsted,Rhopalosiphum padi,34,2016,72,342
760,Rothamsted,Rhopalosiphum padi,35,2016,32,342
761,Rothamsted,Rhopalosiphum padi,36,2016,49,342
762,Rothamsted,Rhopalosiphum padi,37,2016,61,342
763,Rothamsted,Rhopalosiphum padi,38,2016,38,342
764,Rothamsted,Rhopalosiphum padi,39,2016,25,342
765,Rothamsted,Rhopalosiphum padi,40,2016,33,342
766,Rothamsted,Rhopalosiphum padi,41,2016,40,342
767,Rothamsted,Rhopalosiphum padi,42,2016,16,342
768,Rothamsted,Rhopalosiphum padi,43,2016,33,342
769,Rothamsted,Rhopalosiphum padi,44,2016,25,342
770,Rothamsted,Rhopalosiphum padi,45,2016,3,342
771,Rothamsted,Rhopalosiphum padi,46,2016,4,342
772,Rothamsted,Rhopalosiphum padi,16,2017,2,295
773,Rothamsted,Rhopalosiphum padi,19,2017,3,295
774,Rothamsted,Rhopalosiphum padi,20,2017,1,295
775,Rothamsted,Rhopalosiphum padi,21,2017,11,295
776,Rothamsted,Rhopalosiphum padi,22,2017,10,295
777,Rothamsted,Rhopalosiphum padi,23,2017,1,295
778,Rothamsted,Rhopalosiphum padi,24,2017,2,295
779,Rothamsted,Rhopalosiphum padi,25,2017,3,295
780,Rothamsted,Rhopalosiphum padi,26,2017,4,295
781,Rothamsted,Rhopalosiphum padi,27,2017,8,295
782,Rothamsted,Rhopalosiphum padi,28,2017,3,295
783,Rothamsted,Rhopalosiphum padi,29,2017,4,295
784,Rothamsted,Rhopalosiphum padi,30,2017,2,295
785,Rothamsted,Rhopalosiphum padi,31,2017,6,295
786,Rothamsted,Rhopalosiphum padi,32,2017,17,295
787,Rothamsted,Rhopalosiphum padi,33,2017,17,295
788,Rothamsted,Rhopalosiphum padi,34,2017,54,295
789,Rothamsted,Rhopalosiphum padi,35,2017,64,295
790,Rothamsted,Rhopalosiphum padi,36,2017,12,295
791,Rothamsted,Rhopalosiphum padi,37,2017,7,295
792,Rothamsted,Rhopalosiphum padi,38,2017,58,295
793,Rothamsted,Rhopalosiphum padi,39,2017,295,295
794,Rothamsted,Rhopalosiphum padi,40,2017,76,295
795,Rothamsted,Rhopalosiphum padi,18,2018,2,365
796,Rothamsted,Rhopalosiphum padi,19,2018,3,365
797,Rothamsted,Rhopalosiphum padi,21,2018,6,365
798,Rothamsted,Rhopalosiphum padi,22,2018,12,365
799,Rothamsted,Rhopalosiphum padi,24,2018,1,365
800,Rothamsted,Rhopalosiphum padi,25,2018,6,365
801,Rothamsted,Rhopalosiphum padi,26,2018,7,365
802,Rothamsted,Rhopalosiphum padi,27,2018,39,365
803,Rothamsted,Rhopalosiphum padi,28,2018,17,365
804,Rothamsted,Rhopalosiphum padi,29,2018,7,365
805,Rothamsted,Rhopalosiphum padi,32,2018,4,365
806,Rothamsted,Rhopalosiphum padi,33,2018,3,365
807,Rothamsted,Rhopalosiphum padi,34,2018,2,365
808,Rothamsted,Rhopalosiphum padi,35,2018,11,365
809,Rothamsted,Rhopalosiphum padi,36,2018,18,365
810,Rothamsted,Rhopalosiphum padi,37,2018,112,365
811,Rothamsted,Rhopalosiphum padi,38,2018,40,365
812,Rothamsted,Rhopalosiphum padi,39,2018,482,365
813,Rothamsted,Rhopalosiphum padi,40,2018,634,365
814,Rothamsted,Rhopalosiphum padi,41,2018,200,365
815,Rothamsted,Rhopalosiphum padi,42,2018,1824,365
816,Rothamsted,Rhopalosiphum padi,43,2018,205,365
817,Rothamsted,Rhopalosiphum padi,44,2018,94,365
818,Rothamsted,Rhopalosiphum padi,45,2018,70,365
819,Rothamsted,Rhopalosiphum padi,46,2018,46,365
820,Rothamsted,Rhopalosiphum padi,47,2018,1,365
821,Rothamsted,Rhopalosiphum padi,48,2018,2,365
822,Rothamsted,Rhopalosiphum padi,7,2019,1,363
823,Rothamsted,Rhopalosiphum padi,15,2019,6,363
824,Rothamsted,Rhopalosiphum padi,16,2019,2,363
825,Rothamsted,Rhopalosiphum padi,17,2019,9,363
826,Rothamsted,Rhopalosiphum padi,18,2019,5,363
827,Rothamsted,Rhopalosiphum padi,19,2019,17,363
828,Rothamsted,Rhopalosiphum padi,20,2019,26,363
829,Rothamsted,Rhopalosiphum padi,21,2019,53,363
830,Rothamsted,Rhopalosiphum padi,22,2019,15,363
831,Rothamsted,Rhopalosiphum padi,23,2019,14,363
832,Rothamsted,Rhopalosiphum padi,24,2019,78,363
833,Rothamsted,Rhopalosiphum padi,25,2019,46,363
834,Rothamsted,Rhopalosiphum padi,26,2019,21,363
835,Rothamsted,Rhopalosiphum padi,27,2019,20,363
836,Rothamsted,Rhopalosiphum padi,28,2019,11,363
837,Rothamsted,Rhopalosiphum padi,29,2019,12,363
838,Rothamsted,Rhopalosiphum padi,30,2019,7,363
839,Rothamsted,Rhopalosiphum padi,31,2019,5,363
840,Rothamsted,Rhopalosiphum padi,33,2019,16,363
841,Rothamsted,Rhopalosiphum padi,34,2019,21,363
842,Rothamsted,Rhopalosiphum padi,35,2019,10,363
843,Rothamsted,Rhopalosiphum padi,36,2019,38,363
844,Rothamsted,Rhopalosiphum padi,37,2019,96,363
845,Rothamsted,Rhopalosiphum padi,38,2019,45,363
846,Rothamsted,Rhopalosiphum padi,39,2019,83,363
847,Rothamsted,Rhopalosiphum padi,40,2019,56,363
848,Rothamsted,Rhopalosiphum padi,41,2019,41,363
849,Rothamsted,Rhopalosiphum padi,42,2019,59,363
850,Rothamsted,Rhopalosiphum padi,43,2019,15,363
851,Rothamsted,Rhopalosiphum padi,44,2019,9,363
852,Rothamsted,Rhopalosiphum padi,45,2019,4,363
853,Rothamsted,Rhopalosiphum padi,46,2019,1,363
854,Rothamsted,Rhopalosiphum padi,47,2019,1,363
855,Rothamsted,Rhopalosiphum padi,15,2020,2,365
856,Rothamsted,Rhopalosiphum padi,16,2020,1,365
857,Rothamsted,Rhopalosiphum padi,18,2020,7,365
858,Rothamsted,Rhopalosiphum padi,20,2020,5,365
859,Rothamsted,Rhopalosiphum padi,21,2020,11,365
860,Rothamsted,Rhopalosiphum padi,22,2020,6,365
861,Rothamsted,Rhopalosiphum padi,23,2020,9,365
862,Rothamsted,Rhopalosiphum padi,24,2020,12,365
863,Rothamsted,Rhopalosiphum padi,25,2020,8,365
864,Rothamsted,Rhopalosiphum padi,26,2020,4,365
865,Rothamsted,Rhopalosiphum padi,27,2020,5,365
866,Rothamsted,Rhopalosiphum padi,28,2020,8,365
867,Rothamsted,Rhopalosiphum padi,29,2020,25,365
868,Rothamsted,Rhopalosiphum padi,30,2020,20,365
869,Rothamsted,Rhopalosiphum padi,31,2020,15,365
870,Rothamsted,Rhopalosiphum padi,32,2020,14,365
871,Rothamsted,Rhopalosiphum padi,33,2020,3,365
872,Rothamsted,Rhopalosiphum padi,34,2020,8,365
873,Rothamsted,Rhopalosiphum padi,35,2020,10,365
874,Rothamsted,Rhopalosiphum padi,36,2020,42,365
875,Rothamsted,Rhopalosiphum padi,37,2020,99,365
876,Rothamsted,Rhopalosiphum padi,38,2020,101,365
877,Rothamsted,Rhopalosiphum padi,39,2020,137,365
878,Rothamsted,Rhopalosiphum padi,40,2020,55,365
879,Rothamsted,Rhopalosiphum padi,41,2020,68,365
880,Rothamsted,Rhopalosiphum padi,42,2020,22,365
881,Rothamsted,Rhopalosiphum padi,43,2020,7,365
882,Rothamsted,Rhopalosiphum padi,44,2020,22,365
883,Rothamsted,Rhopalosiphum padi,45,2020,12,365
884,Rothamsted,Rhopalosiphum padi,46,2020,1,365
885,Rothamsted,Rhopalosiphum padi,48,2020,1,365
886,Rothamsted,Rhopalosiphum padi,49,2020,2,365
887,Rothamsted,Rhopalosiphum padi,51,2020,1,365
